0.0063582,0.0086381,0.011352,0.016551,0.016395,0.017864,0.018927,0.018316,0.015791,0.016024,0.01586,0.015512,0.015313,0.014947,0.014515,0.013511,0.013341,0.012448,0.011646,0.010898,0.0094846
0.28683,0.2862,0.28483,0.28466,0.28351,0.28273,0.28231,0.28197,0.28042,0.28106,0.28143,0.28124,0.27998,0.28076,0.28043,0.2794,0.27799,0.27604,0.27419,0.27044,0.27028
-0.35227,-0.35337,-0.35341,-0.35373,-0.35389,-0.35605,-0.35788,-0.35842,-0.35814,-0.35879,-0.35923,-0.35928,-0.35933,-0.35937,-0.35942,-0.35954,-0.35939,-0.35882,-0.35729,-0.35514,-0.34985
-0.14743,-0.17268,-0.20474,-0.20601,-0.21474,-0.21952,-0.22094,-0.22337,-0.22423,-0.21994,-0.21872,-0.21635,-0.21638,-0.21492,-0.21112,-0.20409,-0.17976,-0.16307,-0.16186,-0.15328,-0.13633
-0.0035098,-0.0048851,-0.0057054,-0.0066155,-0.0074116,-0.0088641,-0.0088354,-0.0094168,-0.0090337,-0.0035779,-0.00063789,-0.0028298,-0.0041684,-0.0069429,-0.0074512,-0.0080499,-0.0086824,-0.0088606,-0.0089632,-0.0090008,-0.0087475
-0.34652,-0.36866,-0.37924,-0.37951,-0.37639,-0.37012,-0.3608,-0.35352,-0.36001,-0.38474,-0.3677,-0.35751,-0.3497,-0.3148,-0.30538,-0.26153,-0.22008,-0.17485,-0.13253,-0.095112,-0.062065
-0.2968,-0.34705,-0.41166,-0.45975,-0.49272,-0.52356,-0.54534,-0.55046,-0.52816,-0.48636,-0.4338,-0.39109,-0.34318,-0.21955,-0.16671,-0.11207,-0.071317,-0.044365,-0.034818,-0.03557,-0.041223
-0.17037,-0.17242,-0.1934,-0.17782,-0.1655,-0.15928,-0.15133,-0.16028,-0.17711,-0.18314,-0.18638,-0.13426,-0.098945,-0.081797,-0.063168,-0.040086,-0.020767,-0.014501,-0.0032441,0.0012041,-0.0033513
0.0033629,0.0042772,0.0057102,0.0059806,0.0065043,0.0068495,0.0071575,0.0081632,0.0076266,0.0047763,0.0041794,0.0043401,0.0054673,0.0072424,0.0065304,0.0084761,0.0078781,0.0072713,0.0067517,0.0076047,0.0072127
-0.095521,-0.069187,-0.062416,-0.06704,-0.070605,-0.071397,-0.073325,-0.075381,-0.08087,-0.083512,-0.08265,-0.083027,-0.083942,-0.082596,-0.083196,-0.086206,-0.089519,-0.090407,-0.088462,-0.086554,-0.079154
-0.25504,-0.2378,-0.22053,-0.22801,-0.23623,-0.24421,-0.23862,-0.24128,-0.2423,-0.24179,-0.25317,-0.24444,-0.2404,-0.24247,-0.23961,-0.24027,-0.2348,-0.23944,-0.23757,-0.23741,-0.23206
0.020506,-0.027681,-0.13606,-0.1328,-0.11307,-0.11004,-0.10193,-0.094453,-0.090736,-0.090473,-0.065393,-0.041004,-0.037818,-0.036948,-0.036526,-0.031591,-0.035477,-0.039366,-0.039171,-0.042464,-0.057118
-1.4975e-09,-8.7353e-10,-5.4994e-10,-1.0656e-09,-1.2e-09,-1.0774e-09,-1.0774e-09,-9.9376e-10,-1.0405e-09,-9.2625e-10,1.2289e-10,2.2526e-11,2.2244e-10,2.4846e-10,3.8265e-10,5.2716e-10,8.557e-10,8.2519e-10,6.7135e-10,4.8033e-10,4.8801e-10
0.09292,0.095113,0.10341,0.11994,0.12005,0.12892,0.12739,0.12882,0.12978,0.13428,0.14012,0.14078,0.14243,0.1432,0.14471,0.14396,0.14477,0.14413,0.14211,0.14062,0.13619
0.048345,0.048849,0.050107,0.050951,0.049298,0.04794,0.0477,0.046327,0.044943,0.041414,0.042882,0.040438,0.040605,0.037313,0.033819,0.034062,0.032248,0.031435,0.030539,0.028811,0.029093
-0.50483,-0.50451,-0.50352,-0.50266,-0.50192,-0.5007,-0.49874,-0.49849,-0.49697,-0.49643,-0.49451,-0.49532,-0.49491,-0.49437,-0.4942,-0.49466,-0.49485,-0.49551,-0.4963,-0.49723,-0.49934
3.3028e-09,-1.4943e-09,2.6205e-09,4.2136e-10,-2.9669e-09,-2.2948e-09,-1.912e-09,-2.0605e-09,-4.0096e-09,-2.0484e-09,-4.4135e-09,-2.4347e-09,-4.3595e-09,-4.866e-09,-4.9963e-09,-2.8989e-09,-1.5035e-09,-3.0224e-09,6.4206e-11,-1.1299e-09,4.4683e-10
0.025553,0.018213,0.017948,0.018082,0.01797,0.017962,0.017702,0.017437,0.017027,0.016643,0.016682,0.017755,0.018241,0.019331,0.020194,0.02079,0.021326,0.021757,0.022327,0.023418,0.024291
0.08001,0.080116,0.079433,0.079114,0.07734,0.077786,0.078077,0.076837,0.075832,0.07445,0.073497,0.072728,0.071927,0.071073,0.070198,0.068678,0.066891,0.062564,0.064191,0.060409,0.058524
-0.50714,-0.50734,-0.50963,-0.51129,-0.51152,-0.51267,-0.51324,-0.51367,-0.5139,-0.51475,-0.51471,-0.51474,-0.51487,-0.51505,-0.51529,-0.51545,-0.51559,-0.51572,-0.51576,-0.51578,-0.37536
